iter	Logloss
119	0.2719507461
120	0.2706086318
121	0.2700070403
122	0.269407626
123	0.2683665508
124	0.2677115482
125	0.2664329551
126	0.2655923684
127	0.2648987941
128	0.2644356539
129	0.2640294297
130	0.2632069615
131	0.262731119
132	0.2620571379
133	0.2612045513
134	0.2603961385
135	0.2601195558
136	0.2593681235
137	0.2581785355
138	0.2577457413
139	0.2565086417
140	0.2555425707
141	0.2546579221
142	0.2537538959
143	0.2530496404
144	0.2526696306
145	0.2522493894
146	0.251320265
147	0.2510990861
148	0.2506707043
149	0.2496011956
150	0.2488676662
151	0.2476012862
152	0.2469444794
153	0.246305024
154	0.2454910504
155	0.2447016121
156	0.2443686635
157	0.2430847214
158	0.2423496113
159	0.2418981466
160	0.241658282
161	0.2413734675
162	0.240904299
163	0.2404672771
164	0.2395354019
165	0.2390750999
166	0.2383513846
167	0.2375534156
168	0.2370945221
169	0.2362015475
170	0.235889943
171	0.2348162249
172	0.2342207473
173	0.2336427734
174	0.2331905866
175	0.2326797434
176	0.2322338275
177	0.2320369138
178	0.2308291964
179	0.230055814
180	0.2292515379
181	0.2288460155
182	0.2279981343
183	0.2276403887
184	0.2271635811
185	0.2265955634
186	0.2261878041
187	0.2258529185
188	0.2252107094
189	0.2249425467
190	0.2241098818
191	0.2233218276
192	0.222628053
193	0.2219025825
194	0.2213027914
195	0.2208928285
196	0.2202310474
197	0.2196894822
198	0.2190523175
199	0.2185759575
200	0.2178808092
201	0.2171938719
202	0.2167034288
203	0.2158312309
204	0.2154440411
205	0.2147628113
206	0.2138319226
207	0.2134811911
208	0.2127887876
209	0.2125276732
210	0.2121794369
211	0.2115272697
212	0.2110687601
213	0.2110342672
214	0.2104823904
215	0.2101182646
216	0.2098266321
217	0.2092419716
218	0.2088418485
219	0.2082277169
220	0.2074000245
221	0.2066295689
222	0.2061260715
223	0.2055049806
224	0.2052020743
225	0.204608143
226	0.204258391
227	0.2040038709
228	0.2036108691
229	0.2029171516
230	0.2024960118
231	0.2018243949
232	0.2011145969
233	0.2007013213
234	0.2003445555
235	0.19974622
236	0.1992974289
237	0.1990944454
238	0.1988595153
239	0.1985061281
240	0.197800017
241	0.1968241573
242	0.1964027754
243	0.1959124006
244	0.195551598
245	0.1953772411
246	0.1952346513
247	0.19463661
248	0.1942038354
249	0.1935729208
250	0.1932030403
251	0.1927302283
252	0.1923224064
253	0.1919505087
254	0.1913549037
255	0.1907329139
256	0.1902840906
257	0.1897405949
258	0.1893319936
259	0.1886589173
260	0.1880771146
261	0.187747465
262	0.1872273745
263	0.1868520687
264	0.1864689749
265	0.185710581
266	0.1852345293
267	0.1847151799
268	0.1840460127
269	0.1838145332
270	0.183391136
271	0.1827654603
272	0.1822301158
273	0.1814187602
274	0.1811864425
275	0.1810825591
276	0.1806851856
277	0.1803447033
278	0.1799012888
279	0.1795253259
280	0.1787093452
281	0.1781641591
282	0.1776256913
283	0.1774200577
284	0.1767583195
285	0.1762435946
286	0.1756346566
287	0.1754092862
288	0.1750552281
289	0.1745287302
290	0.1741605264
291	0.1736408011
292	0.1731045257
293	0.1724459489
294	0.171802194
295	0.1713566749
296	0.1708305907
297	0.1703967476
298	0.1695335276
299	0.1690861507
300	0.1687200406
301	0.1684983706
302	0.1682312286
303	0.1678265199
304	0.1675468135
305	0.1670429773
306	0.1666408168
307	0.1659493777
308	0.1655776601
309	0.1649274715
310	0.164608552
311	0.1643376127
312	0.1638806015
313	0.1634194648
314	0.1627688978
315	0.1623141755
316	0.1622421943
317	0.161768021
318	0.1609995111
319	0.1603476772
320	0.1600002373
321	0.159569454
322	0.1595185744
323	0.1592035751
324	0.1587650667
325	0.1583651388
326	0.1576712862
327	0.157299682
328	0.157008463
329	0.1566749222
330	0.1560752801
331	0.1556154071
332	0.1552544685
333	0.1550071213
334	0.1543098022
335	0.1536813173
336	0.1532323758
337	0.1527967137
338	0.1524279803
339	0.1521034379
340	0.1515629812
341	0.1513159458
342	0.1510678763
343	0.1509231281
344	0.1505210865
345	0.1500267367
346	0.1496168609
347	0.149151314
348	0.148654065
349	0.1483080307
350	0.1479109431
351	0.1476732391
352	0.147302646
353	0.1470481445
354	0.1466002125
355	0.1460481364
356	0.1454106119
357	0.1453238676
358	0.1446317175
359	0.1444345981
360	0.1441065313
361	0.1434590609
362	0.1430921708
363	0.1423987027
364	0.1419799201
365	0.1417541487
366	0.1415112238
367	0.1410447252
368	0.1407346976
369	0.1406187521
370	0.1399736749
371	0.1397615693
372	0.1393927043
373	0.1390877946
374	0.1387220687
375	0.1383828334
376	0.1381111762
377	0.1378910589
378	0.1376067793
379	0.1370120298
380	0.1365852902
381	0.1362041504
382	0.1356163604
383	0.1353981887
384	0.1348341414
385	0.1342286136
386	0.1339120147
387	0.1335332705
388	0.1329487663
389	0.1325244214
390	0.1323070598
391	0.131736881
392	0.1314924431
393	0.1311579281
394	0.1307473852
395	0.1302952972
396	0.1298862108
397	0.1293170584
398	0.1287871367
399	0.1285542031
400	0.1280717599
401	0.1278946183
402	0.1273760553
403	0.1270808511
404	0.1266660865
405	0.1264115647
406	0.1263848542
407	0.1261717421
408	0.1259032243
409	0.1255367346
410	0.1253312515
411	0.1249197017
412	0.124718971
413	0.1247064477
414	0.1245242773
415	0.1241693507
416	0.1237892262
417	0.1235033172
418	0.1234905201
419	0.123063616
420	0.1226306067
421	0.122251965
422	0.1216637623
423	0.1211275123
424	0.1207735076
425	0.1203718756
426	0.1203645384
427	0.1198789995
428	0.1196331745
429	0.1194856129
430	0.1191620116
431	0.1190943558
432	0.118896351
433	0.1183459254
434	0.1179480085
435	0.1177373886
436	0.1175119865
437	0.1171781928
438	0.116870704
439	0.1166501347
440	0.1163395699
441	0.1161149352
442	0.1156948919
443	0.1154763413
444	0.1151995817
445	0.1149847716
446	0.1149421627
447	0.1146092095
448	0.1144245967
449	0.1139382057
450	0.1137447234
451	0.113558341
452	0.1131702977
453	0.1128109954
454	0.1125869093
455	0.1122392716
456	0.1118330058
457	0.1115257107
458	0.1113410236
459	0.111107063
460	0.1107909027
461	0.1105057681
462	0.1101811259
463	0.1097367713
464	0.1094081867
465	0.1089384109
466	0.1087266
467	0.1085333886
468	0.1083532032
469	0.1080743905
470	0.1078887786
471	0.1075300966
472	0.1071360821
473	0.1068960434
474	0.1064359599
475	0.1063084763
476	0.1059335642
477	0.1056341097
478	0.1055557746
479	0.1053792031
480	0.105049165
481	0.1046421989
482	0.1043969101
483	0.1041726596
484	0.1038238334
485	0.1035100826
486	0.1032294557
487	0.1028263288
488	0.1025334104
489	0.1022997794
490	0.1020479635
491	0.1018184061
492	0.1018009039
493	0.1015401119
494	0.1015012105
495	0.1012008146
496	0.101024328
497	0.1008362322
498	0.1006962716
499	0.100566402
500	0.1002800917
501	0.1002700341
502	0.1002350831
503	0.09988464139
504	0.09954679977
505	0.09932606971
506	0.09919313429
507	0.09900163699
508	0.09899865247
509	0.09885928535
510	0.09854150665
511	0.09840097595
512	0.09839779673
513	0.09825574708
514	0.09795431715
515	0.09789536286
516	0.0975063836
517	0.09722858048
518	0.09703803749
519	0.09685548192
520	0.09650753614
521	0.09639408265
522	0.09628705595
523	0.09604136616
524	0.09580518229
525	0.09550663238
526	0.09539987542
527	0.09501738331
528	0.0948637406
529	0.09452349262
530	0.09440552842
531	0.09427902337
532	0.09399393908
533	0.09359177711
534	0.0933084955
535	0.09303195475
536	0.09275452436
537	0.09266532337
538	0.09232032495
539	0.09215748498
540	0.09183795383
541	0.09154708986
542	0.09132147702
543	0.09111545613
544	0.09085638493
545	0.09067641176
546	0.09053275245
547	0.09039795915
548	0.0901228838
549	0.09002882588
550	0.08979425016
551	0.08942933557
552	0.08929287763
553	0.0891534486
554	0.08904146019
555	0.08869286014
556	0.08868264593
557	0.08849483608
558	0.08826382657
559	0.08794260536
560	0.08763232711
561	0.0875474393
562	0.08730073645
563	0.08705738792
564	0.08682555835
565	0.08660749551
566	0.08627129891
567	0.08601782199
568	0.08578452825
569	0.08577601713
570	0.08557233132
571	0.08548195985
572	0.08524690396
573	0.08497885033
574	0.08470219257
575	0.084509921
576	0.08449286523
577	0.08418763952
578	0.08397147638
579	0.08383927688
580	0.08356137123
581	0.08330555523
582	0.08308112354
583	0.08274803345
584	0.08256268204
585	0.08234957674
586	0.08212860281
587	0.08185218446
588	0.08178692641
589	0.08164177749
590	0.08147650872
591	0.08120406986
592	0.08093899062
593	0.08081750672
594	0.08064039659
595	0.08034792514
596	0.08007486564
597	0.07982648642
598	0.07972944832
599	0.07966734436
600	0.07956848961
601	0.07948641503
602	0.07923498856
603	0.07902234368
604	0.07882056199
605	0.07872876619
606	0.07854782395
607	0.0783681738
608	0.07812256471
609	0.07801608561
610	0.07775942997
611	0.07753255153
612	0.0773207329
613	0.07709663393
614	0.07692730909
615	0.07686795648
616	0.07677670377
617	0.07664116232
618	0.076439348
619	0.0763420915
620	0.07626305106
621	0.07598914493
622	0.07580394164
623	0.07580271293
624	0.07579529096
625	0.07579438945
626	0.07570776921
627	0.0755348906
628	0.07546672779
629	0.0752919842
630	0.07500761043
631	0.07478287899
632	0.07467894628
633	0.07453919738
634	0.07428567566
635	0.07407434843
636	0.07393087543
637	0.07385930224
638	0.07375982508
639	0.07356587792
640	0.07337208074
641	0.0730996699
642	0.0728701119
643	0.07273188294
644	0.07255777579
645	0.07235961331
646	0.07229248297
647	0.07212662056
648	0.07202091694
649	0.07179129489
650	0.07160311953
651	0.0713789401
652	0.07110779529
653	0.07092098702
654	0.07079701231
655	0.07051634944
656	0.07042194935
657	0.07029407497
658	0.07010892206
659	0.0699328405
660	0.06967887077
661	0.06953807614
662	0.06935634738
663	0.06917333607
664	0.06905130282
665	0.06888480428
666	0.06879267677
667	0.06862420671
668	0.06844713075
669	0.0683327622
670	0.06822710115
671	0.06810266189
672	0.06794978161
673	0.06772975925
674	0.06762525159
675	0.06748049934
676	0.06732425885
677	0.06732303886
678	0.06721789378
679	0.06708602855
680	0.06701205842
681	0.06688633478
682	0.0668341669
683	0.06668645503
684	0.06643570764
685	0.06625956404
686	0.06617503776
687	0.06601501369
688	0.06585127891
689	0.06574072798
690	0.06560838361
691	0.06549442655
692	0.06529434693
693	0.06513734325
694	0.06499481484
695	0.06487789663
696	0.06472660518
697	0.06454199313
698	0.06435763333
699	0.06420833305
700	0.06405523007
701	0.06395064715
702	0.06383962488
703	0.06370042943
704	0.06350676725
705	0.06336162978
706	0.06326973482
707	0.06310669353
708	0.06297021991
709	0.06286212763
710	0.06264916957
711	0.06251647704
712	0.06238724171
713	0.06222392032
714	0.06207125994
715	0.06194810689
716	0.06187583889
717	0.06178219157
718	0.06167142848
719	0.0614893693
720	0.06143733767
721	0.06128782928
722	0.06114217548
723	0.06102808769
724	0.0608471703
725	0.0607430773
726	0.06063699263
727	0.0604659183
728	0.06040528203
729	0.06026150891
730	0.06007496734
731	0.05993804504
732	0.05972050343
733	0.05968545595
734	0.0595126061
735	0.05942167321
736	0.05929491173
737	0.05916820638
738	0.05907070425
739	0.05893216119
740	0.05882551175
741	0.05868912854
742	0.05855719187
743	0.05840432806
744	0.0583565169
745	0.05818818274
746	0.05810160181
747	0.05804077603
748	0.05790696563
749	0.05776435924
750	0.05767934957
751	0.05758751267
752	0.05746805965
753	0.05733105509
754	0.05720422708
755	0.0570406354
756	0.05688563606
757	0.05673224439
758	0.05655073222
759	0.05645697006
760	0.056370225
761	0.05630165753
762	0.05611936887
763	0.05604177998
764	0.05587535022
765	0.05580410793
766	0.055687654
767	0.0556468339
768	0.05560350781
769	0.05548906321
770	0.05530596119
771	0.05526050786
772	0.05515057743
773	0.05501153286
774	0.05488752242
775	0.05477956321
776	0.05465988772
777	0.05463053535
778	0.05448529567
779	0.05435070628
780	0.05431827215
781	0.05426399633
782	0.05416842434
783	0.05406404146
784	0.05388851369
785	0.05379865916
786	0.05369127671
787	0.05356721803
788	0.05344840259
789	0.05337992964
790	0.05325117699
791	0.05313495981
792	0.05305053831
793	0.05292315722
794	0.05282480177
795	0.05272893371
796	0.05271140974
797	0.05259016553
798	0.05255173166
799	0.05240559555
800	0.05236660809
801	0.05231901479
802	0.05215729581
803	0.05207244432
804	0.05195121491
805	0.05195071329
806	0.05187119659
807	0.05178334293
808	0.0516738654
809	0.05154071033
810	0.05136811518
811	0.05132812022
812	0.05130111111
813	0.05119236025
814	0.05119123671
815	0.05110095946
816	0.0510166291
817	0.05093100727
818	0.0508449414
819	0.05074902922
820	0.0506081405
821	0.05052534031
822	0.05043570688
823	0.05036764074
824	0.05026845428
825	0.05014866222
826	0.0500043619
827	0.04997650813
828	0.04984153494
829	0.0497200087
830	0.04961486152
831	0.04953292562
832	0.049452019
833	0.04933035644
834	0.04923932589
835	0.0491821724
836	0.049089898
837	0.04900263842
838	0.04886483029
839	0.04876097781
840	0.04870625358
841	0.04854204356
842	0.04844193411
843	0.04840405856
844	0.04832968366
845	0.048242567
846	0.04812173685
847	0.0480194135
848	0.04794876334
849	0.04783109107
